storeNumber,projectDate,projectTime,manager,duration,streetAddress,city,state,zipCode,totalDoors,vaultDoors,vaultShelves,vaultRun,reachInDoors,reachInFootage,reachInFootage2,uprights,phoneNumber,businessUnit,retailer,jobType,training,trainer,status,projectComments,,,,
2709670,2024-04-05,AM,Ivan Morales,0.5,825 Avenida de Mesilla,Las Cruces,NM,88005,7,7,,,,10,,,575-526-6485,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741291,2024-04-05,PM,Ivan Morales,0.5,1305 El Paseo St,Las Cruces,NM,88001,8,8,,,,,,,575-526-4420,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709666,2024-04-08,PM,Ivan Morales,0.5,2580 Don Roser Dr,Las Cruces,NM,88011,16,16,,,,,,,575-522-5441,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709667,2024-04-08,AM,Ivan Morales,0.5,2240 E Missouri Ave,Las Cruces,NM,88001,3,3,,,,12,,,575-522-5001,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709674,2024-04-09,PM,Ivan Morales,0.5,211 E Union Ave,Las Cruces,NM,88001,8,8,,,,,,,575-523-0739,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709678,2024-04-09,AM,Ivan Morales,0.5,1770 Telshore Blvd,Las Cruces,NM,88011,8,8,,,,,,,575-522-5774,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709672,2024-04-10,AM,Ivan Morales,1,3925 S Main St,Las Cruces,NM,88005,16,16,,,,,,,575-526-6958,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709676,2024-04-11,PM,Ivan Morales,0.5,1705 Anthony Dr,Anthony,NM,88021,8,8,,,,,,,575 -882-1832,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709683,2024-04-11,AM,Ivan Morales,0.5,8336 Hwy 478,Vado,NM,88072,8,8,,,,,,,575-233-2578,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2701641,2024-04-12,AM,Ivan Morales,1,601 S Main St,Anthony,TX,79821,7,7,,,,,,,915-886-5246,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2705313,2024-04-15,PM,Ivan Morales,0.5,4501 Transmountain,El Paso,TX,79924,7,7,,,,6,,,915-757-3018,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741373,2024-04-15,AM,Ivan Morales,0.5,10650 Gateway Blvd N,El Paso,TX,79924,6,6,,,,8,,,915-821-3968,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706089,2024-04-16,AM,Ivan Morales,1,9497 Dyer,El Paso,TX,79924,4,4,,,,,,,915-751-1912,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2703299,2024-04-17,AM,Ivan Morales,0.5,6410 Doniphan Dr,El Paso,TX,79932,8,8,,,,,,,915-842-8707,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741274,2024-04-17,PM,Ivan Morales,0.5,5600 Doniphan Dr,El Paso,TX,79932,7,7,,,,,,,915-587-5975,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706288,2024-04-18,AM,Ivan Morales,0.5,5665 Desert S Road,El Paso,TX,79932,9,9,,,,,,,915-581-5445,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741748,2024-04-18,PM,Ivan Morales,0.5,5600 N Desert Blvd,El Paso,TX,79912,6,6,,,,,,,915-581-7958,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708515,2024-04-19,AM,Ivan Morales,1,1073 Country Club Rd,El Paso,TX,79932,8,8,,,,,,,915-587-4582,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709093,2024-04-22,AM,Ivan Morales,1,3402 Milwaukee Ave,Lubbock,TX,79407,10,10,,,,,,,806-795-1912,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709949,2024-04-23,AM,Ivan Morales,1,5810 19th Street,Lubbock,TX,79407,,,,,,,,,,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2701341,2024-06-17,AM,Ivan Morales,0.5,26319 Us Hwy 70,Ruidoso,NM,88346,9,9,,,,,,,575-378-8409,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2741285,2024-06-17,PM,Ivan Morales,0.5,1616 10th St,Alamogordo,NM,88310,7,7,,,,,,,575-437-9412,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2709681,2024-06-18,PM,Ivan Morales,0.5,2001 Battan Memorial,Las Cruces,NM,88012,10,10,,,,,,,575-382-6995,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2741296,2024-06-18,AM,Ivan Morales,0.5,657 S White Sands Blvd,Alamogordo,NM,88310,7,7,,,,,,,575-434-6224,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2709682,2024-06-19,AM,Ivan Morales,1,4675 Sonoma Ranch,Las Cruces,NM,88011,16,16,,,,,,,575-382-6859,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2709673,2024-06-20,AM,Ivan Morales,0.5,3811 E Lohman Ave,Las Cruces,NM,88011,8,8,,,,,,,575-522-5121,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2709677,2024-06-20,PM,Ivan Morales,0.5,855 S Walnut St,Las Cruces,NM,88001,10,10,,,,,,,575-523-0191,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2709665,2024-06-21,AM,Ivan Morales,0.5,1501 E Amador Ave,Las Cruces,NM,88001,7,7,,,,,,,575-523-0718,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2741289,2024-06-21,PM,Ivan Morales,0.5,1401 E Lohman Ave,Las Cruces,NM,88001,9,9,,,,8,,,575-525-9847,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2700006,2024-06-24,AM,Ivan Morales,0.5,5040 Paisano,El Paso,TX,79905,6,6,,,,8,,,915-775-0645,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2741269,2024-06-24,PM,Ivan Morales,0.5,4421 Montana Ave,El Paso,TX,79903,4,4,,,,,,,915-565-4820,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2701418,2024-06-25,AM,Ivan Morales,0.5,"3910 ""A"" Dyer",El Paso,TX,79930,9,9,,,,,,,915-565-2453,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2708516,2024-06-25,PM,Ivan Morales,0.5,4101 Piedras,El Paso,TX,79930,8,8,,,,8,,,915-565-0479,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2741259,2024-06-26,AM,Ivan Morales,0.5,1915 Montana Ave,El Paso,TX,79902,4,4,,,,,,,915-542-3184,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2741365,2024-06-26,PM,Ivan Morales,0.5,300 S Saint Vrain,El Paso,TX,79901,5,5,,,,,,,915-544-0675,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2701227,2024-06-27,AM,Ivan Morales,0.5,1400 W Yandell,El Paso,TX,79902,6,6,,,,6,,,915-533-2452,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2706130,2024-06-27,PM,Ivan Morales,0.5,2200 N Mesa,El Paso,TX,79902,8,8,,,,,,,915-532-6257,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2741350,2024-06-28,PM,Ivan Morales,0.5,660 Sunland Park Dr,El Paso,TX,79912,7,7,,,,,,,915-581-5890,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2741359,2024-06-28,AM,Ivan Morales,0.5,4201 N Mesa St,El Paso,TX,79902,6,6,,,,8,,,915-545-2726,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2706298,1899-12-30,PM,Mechelle Corpuz,0.5,5501 Alameda Blvd Ne,Albuquerque,NM,87113,16,,106,,,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,MISSING PARTS - RESCHEDULE PENDING NEW SURVEY,,,,,
2701430,2024-01-03,AM,Mechelle Corpuz,1,301 Central Ave,Moriarty,NM,87035,14,,86,,,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,RESCHEDULE - PARTS ALREADY AT STORE,1/8/24 add on equipment still has not arrive,,,,
2706169,2024-01-05,AM,Mechelle Corpuz,1,3622 Hwy 528 Nw,Albuquerque,NM,87114,16,,93,,,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,MISSING PARTS - FINISH INSTALL moved up date from 1/10,,,,,
2709095,2024-01-08,AM,Mechelle Corpuz,1,9703 Milwaukee Ave,Lubbock,TX,79424,21,,150,,,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,MISSING PARTS - FINISH INSTALL,Completed,,,,
2700839,2024-01-09,AM,Mechelle Corpuz,1,601 E. Tucumcari,Tucumcari,NM,88401,14,,92,,,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,MISSING PARTS - FINISH INSTALL,Missing brackets for Beer sec need to reschedule,,,,
215,2024-01-22,AM,Mechelle Corpuz,1,3380 W. 66th,Gallup,NM,87301,9,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
257,2024-01-23,AM,Mechelle Corpuz,1,257 Horizon Blvd,Milan,NM,87021,13,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
726,2024-01-24,AM,Mechelle Corpuz,1,1903 Camino Del Llano,Belen,NM,87002,12,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
614,2024-01-25,AM,Mechelle Corpuz,1,12605 Central Ave NW,Albuquerque,NM,87121,11,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
210,2024-01-26,AM,Mechelle Corpuz,1,2200 6th St NW,Albuquerque,NM,87102,11,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
22,2024-01-29,AM,Mechelle Corpuz,1,703 S 1st St,Clayton,NM,88415,13,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
733,2024-01-31,AM,Mechelle Corpuz,1,2401 N Grand Ave,Las Vegas,NM,87701,9,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
285,2024-02-01,AM,Mechelle Corpuz,1,1028 State Highway 156,Santa Rosa,NM,88435,11,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
2700686,2024-02-19,AM,Mechelle Corpuz,1,10000 De Vargas Sw,Albuquerque,NM,87121,12,12,,,,,,,505-836-2379,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706145,2024-02-20,AM,Mechelle Corpuz,1,7000 Montgomery Ne,Albuquerque,NM,87109,16,16,,,,,,,505-881-0461,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706334,2024-02-21,AM,Mechelle Corpuz,1,7524 Menaul Blvd Ne,Albuquerque,NM,87110,13,13,,,,8,,,505-881-5279,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2707962,2024-02-22,AM,Mechelle Corpuz,1,5101 San Mateo Ne,Albuquerque,NM,87109,11,11,,,,,,,505-884-3762,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708943,2024-02-23,AM,Mechelle Corpuz,1,300 Lomas Blvd Ne,Albuquerque,NM,87102,11,11,,,,,,,505-242-2839,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2704400,2024-02-26,AM,Mechelle Corpuz,1,7217 S Western,Amarillo,TX,79110,13,13,,,,,,,806-641-0954,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709221,2024-02-27,AM,Mechelle Corpuz,1,7505 Helium Rd,Amarillo,TX,79119,13,13,,,,,,,806-553-4480,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708931,2024-02-28,PM,Mechelle Corpuz,0.5,2624 S 1st Street,Tucumcari,NM,88401,9,9,,,,,,,575-461-4101,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708933,2024-02-29,AM,Mechelle Corpuz,1,1315 E Will Rogers Dr,Santa Rosa,NM,88435,7,2,,,5,,,,575-472-4673,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
392,2024-03-04,AM,Mechelle Corpuz,1,2000 East Tehachapi Blvd.,Tehachapi,CA,93561,11,,,,,,,,,WC - West Coast,Loves,Beverage,,,,,,,,
749,2024-03-05,AM,Mechelle Corpuz,1,551 West Main Street,Westmorland,CA,92281,12,,,,,,,,,WC - West Coast,Loves,Beverage,,,,,,,,
207,2024-03-06,AM,Mechelle Corpuz,1,45-761 Dillon Rd.,Coachella,CA,92236,9,,,,,,,,,WC - West Coast,Loves,Beverage,,,,,,,,
374,2024-03-07,AM,Mechelle Corpuz,1,2974 Lenwood Rd.,Barstow,CA,92311,11,,,,,,,,,WC - West Coast,Loves,Beverage,,,,,,,,
755,2024-03-08,AM,Mechelle Corpuz,1,27201 Boron Frontage Rd N,Boron,CA,93516,12,,,,,,,,,WC - West Coast,Loves,Beverage,,,,,,,,
2741213,2024-03-11,PM,Mechelle Corpuz,0.5,1100 Old Coors Dr Sw,Albuquerque,NM,87121,9,9,,,,,,,505-246-0652,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741243,2024-03-11,AM,Mechelle Corpuz,0.5,141 98Th St Nw,Albuquerque,NM,87121,7,7,,,,8,6,,505-833-0160,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706305,2024-03-12,PM,Mechelle Corpuz,0.5,1401 Coors Nw,Albuquerque,NM,87121,9,9,,,,,,,505-836-8732,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741212,2024-03-12,AM,Mechelle Corpuz,0.5,361 Coors Blvd Nw,Albuquerque,NM,87121,9,9,,,,,,,505-831-4683,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708935,2024-03-13,PM,Mechelle Corpuz,0.5,5311 Quail Ave Nw,Albuquerque,NM,87120,5,5,,,,,,,505-833-0673,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741246,2024-03-13,AM,Mechelle Corpuz,0.5,7940 Ladera Dr Nw,Albuquerque,NM,87120,10,10,,,,,,,505-352-6917,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741226,2024-03-14,AM,Mechelle Corpuz,0.5,511 Bridge Blvd Sw,Albuquerque,NM,87102,4,4,,,,,,,505-842-0463,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741252,2024-03-14,PM,Mechelle Corpuz,0.5,555 Rio Bravo Blvd Se,Albuquerque,NM,87105,8,8,,,,,,,505-873-3398,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2701777,2024-03-15,PM,Mechelle Corpuz,0.5,2001 Menual Ne,Albuquerque,NM,87107,7,7,,,,,,,505-881-2138,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741223,2024-03-15,AM,Mechelle Corpuz,0.5,1425 University Blvd Ne,Albuquerque,NM,87102,7,7,,,,,,,505-243-0350,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2703586,2024-03-18,AM,Mechelle Corpuz,0.5,819 NM Hwy 516,Flora Vista,NM,87415,10,10,,,,,,,505-334-2940,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741734,2024-03-18,PM,Mechelle Corpuz,0.5,4913 E Main St,Farmington,NM,87401,,,,,,,,,,,,,,,,,,,,
2708945,2024-03-19,AM,Mechelle Corpuz,1,6401 Highway 550,Cuba,NM,87013,8,8,,,,,,,575-289-2301,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741217,2024-03-20,AM,Mechelle Corpuz,1,385 W Hwy 550,Bernalillo,NM,87004,9,9,,,,,,,505-867-6204,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706276,2024-03-21,AM,Mechelle Corpuz,0.5,229 New Mexico Hwy 528,Rio Rancho,NM,87124,9,9,,,,,,,505-892-6440,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741220,2024-03-21,PM,Mechelle Corpuz,0.5,2505 Southern Blvd Se,Rio Rancho,NM,87124,9,5,,,4,,,,505-891-1330,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741241,2024-03-22,PM,Mechelle Corpuz,0.5,10731 Corrales Rd Nw,Albuquerque,NM,87114,10,10,,,,,,,505-897-0228,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2705317,2024-03-25,AM,Mechelle Corpuz,0.5,13401 Lomas Blvd Ne,Albuquerque,NM,87112,7,7,,,,,,,505-292-9151,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706118,2024-03-25,PM,Mechelle Corpuz,0.5,900 Juan Tabo Ne,Albuquerque,NM,87111,5,5,,,,,,,505-292-4907,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706282,2024-03-26,AM,Mechelle Corpuz,0.5,12600 Central Se,Albuquerque,NM,87123,6,6,,,,,,,505-292-4402,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741214,2024-03-26,PM,Mechelle Corpuz,0.5,10315 Central Ave Ne,Albuquerque,NM,87123,8,8,,,,,,,505-291-1844,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2652025,2024-03-27,AM,Mechelle Corpuz,0.5,8601 Central Ave NE,Albuquerque,NM,87108,9,9,,,,,,,505-254-9765,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741225,2024-03-27,PM,Mechelle Corpuz,0.5,7600 Lomas Blvd Ne,Albuquerque,NM,87110,7,7,,,,,,,505-266-0809,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2652024,2024-03-28,AM,Mechelle Corpuz,0.5,6300 Central Ave SE,Albuquerque,NM,87108,8,8,,,,,,,505-266-7941,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741237,2024-03-28,PM,Mechelle Corpuz,0.5,4420 Zuni Rd Se,Albuquerque,NM,87108,9,9,,,,,,,505-268-7264,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706141,2024-03-29,PM,Mechelle Corpuz,0.5,1331 Wyoming Blvd Ne,Albuquerque,NM,87110,9,9,,,,,,,505-292-5052,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706299,2024-03-29,AM,Mechelle Corpuz,0.5,900 Eubank Blvd Ne,Albuquerque,NM,87112,8,8,,,,,,,505-292-5164,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706000,2024-04-01,AM,Mechelle Corpuz,1,924 W Hwy 85,Socorro,NM,87801,8,6,,,2,,,,575-838-2904,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706998,2024-04-02,AM,Mechelle Corpuz,1,1006 N California,Socorro,NM,87801,13,13,,,,,,,575-418-6754,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2704582,2024-04-03,PM,Mechelle Corpuz,0.5,618 N Main Street,Belen,NM,87002,11,11,,,,,,,505-864-6674,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741247,2024-04-03,AM,Mechelle Corpuz,0.5,601 E Reinken Ave,Belen,NM,87002,6,6,,,,,,,505-861-0519,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708938,2024-04-04,PM,Mechelle Corpuz,0.5,1860 Main St Nw,Los Lunas,NM,87031,7,6,,,1,,,,505-866-1933,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741238,2024-04-04,AM,Mechelle Corpuz,0.5,1775 Main St Sw,Los Lunas,NM,87031,7,1,,,6,,,,505-866-5682,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2700610,2024-04-05,AM,Mechelle Corpuz,0.5,4400 Coors Sw,Albuquerque,NM,87121,10,10,,,,,,,505-877-9509,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741236,2024-04-05,PM,Mechelle Corpuz,0.5,3440 Isleta Blvd Sw,Albuquerque,NM,87105,7,2,,,5,,,,505-877-3791,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708748,2024-04-08,AM,Mechelle Corpuz,0.5,2019 Carlisle Ne,Albuquerque,NM,87110,8,8,,,,,,,505-265-0817,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741245,2024-04-08,PM,Mechelle Corpuz,0.5,1715 Moon St Ne,Albuquerque,NM,87112,9,9,,,,,,,505-323-0528,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708551,2024-04-09,AM,Mechelle Corpuz,0.5,2934 Eubank Ne,Albuquerque,NM,87112,8,8,,,,,,,505-291-1738,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741244,2024-04-09,PM,Mechelle Corpuz,0.5,3700 Eubank Blvd Ne,Albuquerque,NM,87111,9,9,,,,,,,505-323-0432,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706281,2024-04-10,PM,Mechelle Corpuz,0.5,5301 Wyoming Blvd Ne,Albuquerque,NM,87109,6,6,,,,,,,505-821-1276,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706293,2024-04-10,AM,Mechelle Corpuz,0.5,9811 Montgomery Blvd,Albuquerque,NM,87111,6 + 8ft,6,,,,8,,,505-292-5159,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706280,2024-04-11,PM,Mechelle Corpuz,0.5,6951 San Antonio Dr Ne,Albuquerque,NM,87109,9,9,,,,,,,505-821-0770,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708942,2024-04-11,AM,Mechelle Corpuz,0.5,8101 Harper Ne,Albuquerque,NM,87111,7,7,,,,,,,505-797-9571,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708941,2024-04-12,AM,Mechelle Corpuz,0.5,4300 Osuna Rd Ne,Albuquerque,NM,87109,5,5,,,,4,2,,505-343-8311,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708944,2024-04-12,PM,Mechelle Corpuz,0.5,1400 Montano Ne,Albuquerque,NM,87107,8,8,,,,,,,505-341-1763,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2705323,2024-04-15,PM,Mechelle Corpuz,0.5,8311 Golf Course,Albuquerque,NM,87120,7,7,,,,,,,505-890-9347,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741251,2024-04-15,AM,Mechelle Corpuz,0.5,10801 Unser Blvd Nw,Albuquerque,NM,87114,7,7,,,,8,4,,505-899-1018,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706247,2024-04-16,PM,Mechelle Corpuz,0.5,5605 4th Street Nw,Albuquerque,NM,87107,6,6,,,,8,,,505-344-1009,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706304,2024-04-16,AM,Mechelle Corpuz,0.5,9200 Eagle Ranch Rd Nw,Albuquerque,NM,87114,9,9,,,,,,,505-897-7478,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708698,2024-04-17,AM,Mechelle Corpuz,0.5,6600 2nd St Nw,Albuquerque,NM,87107,7,7,,,,,,,505-345-2720,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741235,2024-04-17,PM,Mechelle Corpuz,0.5,9508 2nd St Nw,Albuquerque,NM,87114,6,,6,,,,,,505-890-0624,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2708937,2024-04-18,AM,Mechelle Corpuz,0.5,4701 Paseo Del Norte,Albuquerque,NM,87113,9,,9,,,,,,505-797-9824,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741251,2024-06-17,AM,Mechelle Corpuz,0.5,10801 Unser Blvd Nw,Albuquerque,NM,87114,7,,7,,,8,4,,505-899-1018,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2741120,2024-01-04,AM,Tim McLean,2.5,385 E Bromley Lane,Brighton,CO,80601,11,,74,4/4/3/0,,,,14,,RM - Rocky Mountain,Circle K,Flex Roller,,,RESCHEDULE - PARTS ALREADY AT STORE,,,,,
2709890,2024-01-08,AM,Tim McLean,2,600 South Buckley Road,Aurora,CO,80017,15,,98,"3,3,5,4",,,,18,,RM - Rocky Mountain,Circle K,Flex Roller,,,SHIPMENT MISSING - RESCHEDULE,,,,,
2709851,2024-01-10,AM,Tim McLean,2,1480 Canyon Blvd,Boulder,CO,80302,10,,69,"4,5,1",,,,13,,RM - Rocky Mountain,Circle K,Flex Roller,,,Completed,,,,,
2709894,2024-01-17,AM,Tim McLean,2,1240 East 1st Avenue,Broomfield,CO,80020,11,,75,"2,5,4",,,,12,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
850,2024-01-23,AM,Tim McLean,3,7006 Hwy 160/491,Cortez,CO,81321,,,,,,,,,,RM - Rocky Mountain,Loves,NEW STORE,,,,,,,,
2709842,2024-01-29,AM,Tim McLean,1.5,4570 Chambers Road,Denver,CO,80239,15,,99,"3,3,5,4",,,,12,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
2709864,2024-01-30,PM,Tim McLean,1.5,298 South Potomac,Aurora,CO,80012,10,,69,"1,5,4",,,,13,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
2709098,2024-02-01,AM,Tim McLean,2,225 22nd Street,Greeley,CO,80631,21,,147,4/5/4/3/5,,,,5,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
517,2024-02-05,AM,Tim McLean,2,748 22 Road,Grand Junction,CO,81505,15,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,EMPTY VISI COOLERS,,,,,
826,2024-02-07,AM,Tim McLean,2,100 E Cardinal Way Ste A,Parachute,CO,81635,12,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
668,2024-02-09,AM,Tim McLean,1,3800 E State Highway 56,Berthoud,CO,80513,12,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
377,2024-02-12,AM,Tim McLean,1,201 East Bison Hwy,Hudson,CO,80642,11,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
649,2024-02-13,AM,Tim McLean,2,1015 Hospital Rd,Brush,CO,80723,13,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
300,2024-02-15,AM,Tim McLean,1,1191 S. 1st Street,Bennett,CO,80102,12,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
2744089,2024-02-19,AM,Tim McLean,1,330 S Kalamath St,Denver,CO,80223,5,5,,,,,,,303-777-0611,RM - Rocky Mountain,Circle K,Center Store,TRUE,Ryan King,,,,,,
2703290,2024-02-20,AM,Tim McLean,1,411 W Florida Ave,Denver,CO,80223,10,10,,,,,,,303-282-6561,RM - Rocky Mountain,Circle K,Center Store,TRUE,Ryan King,,,,,,
2709898,2024-02-21,AM,Tim McLean,1,2200 W Evans,Englewood,CO,80110,6,6,,,,,,,303-922-4949,RM - Rocky Mountain,Circle K,Center Store,TRUE,Ryan King,,,,,,
2740691,2024-02-22,AM,Tim McLean,1,2010 W Evans Ave,Englewood,CO,80110,7,7,,,,,,,303-934-6665,RM - Rocky Mountain,Circle K,Center Store,TRUE,Ryan King,,,,,,
2744079,2024-02-23,AM,Tim McLean,1,2210 S Colorado Blvd,Denver,CO,80222,5,5,,,,,,,303-756-8611,RM - Rocky Mountain,Circle K,Center Store,TRUE,Ryan King,,,,,,
2709900,2024-02-26,AM,Tim McLean,1,1300 W Colfax Ave,Denver,CO,80204,10,10,,,,,,,720-769-0426,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744090,2024-02-27,AM,Tim McLean,1,3490 Colorado Blvd,Denver,CO,80205,5,5,,,,,,,303-333-2371,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744086,2024-02-28,AM,Tim McLean,1,1001 Broadway,Denver,CO,80203,8,5,,,3,,,,303-892-0174,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744093,2024-02-29,AM,Tim McLean,1,300 S Downing St,Denver,CO,80209,7,7,,,,,,,303-698-1834,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
